,index,topic,category,tag,url,reply,views
290,20,[RELEASE] Yamaha Network Receiver Basic Integration,Community Created Device Types,"smartapp_av                    ,                     dth_av                    ,                     zone",https://community.smartthings.com/t/release-yamaha-network-receiver-basic-integration/54525,300,29547
291,21,In wall volume control for hard wired speakers,Devices & Integrations,,https://community.smartthings.com/t/in-wall-volume-control-for-hard-wired-speakers/55092,11,2302
292,22,Anyone able to make Rinnai Water Heater integration work (Control-R wifi to ST)?,Devices & Integrations,,https://community.smartthings.com/t/anyone-able-to-make-rinnai-water-heater-integration-work-control-r-wifi-to-st/197551,1,14
293,23,[RELEASE] My Next ManagerV2 for your Nest® products,Community Created Device Types,"sensor                    ,                     alarm                    ,                     thermostat                    ,                     dth_hvac                    ,                     nest",https://community.smartthings.com/t/release-my-next-managerv2-for-your-nest-products/114903,274,30416
294,24,Gocontrol Garage Opener GD00Z-4 Nightmare,Devices & Integrations,,https://community.smartthings.com/t/gocontrol-garage-opener-gd00z-4-nightmare/197537,2,27
295,25,Mi Connector (Xiaomi and Yeelight),Community Created SmartApps,"smartapp_misc                    ,                     dth_sensors                    ,                     requires_server                    ,                     smartapp_appliances",https://community.smartthings.com/t/mi-connector-xiaomi-and-yeelight/122305,904,42437
296,26,"[RELEASE] Tasmota (Connect) for Sonoff, Tuya, SmartLife & other ESP8266 devices)",Community Created Device Types,,https://community.smartthings.com/t/release-tasmota-connect-for-sonoff-tuya-smartlife-other-esp8266-devices/187553,124,5351
297,27,Rooms Manager: Smarter Rooms: Personalized home automation with Occupancy,Community Created SmartApps,"rooms                    ,                     smartrules                    ,                     microlocation                    ,                     project_sensors                    ,                     manager",https://community.smartthings.com/t/rooms-manager-smarter-rooms-personalized-home-automation-with-occupancy/102576,2117,42802
298,28,Can't get hold of support (UK),General Discussion,support,https://community.smartthings.com/t/cant-get-hold-of-support-uk/196277,22,147
299,29,Sunset Automation Stopped Working,General Discussion,"sunset                    ,                     automation",https://community.smartthings.com/t/sunset-automation-stopped-working/197535,3,38
