No.,Category,Title,URL,Replies,Views
1808,Automation Ideas,Force Change status of mobile presence sensor?,https://community.smartthings.com/t/force-change-status-of-mobile-presence-sensor/49499,34,5517
1809,Devices & Integrations,Ecobee debuts new security system/SmartCamera/SmartSensors (April 2020),https://community.smartthings.com/t/ecobee-debuts-new-security-system-smartcamera-smartsensors-april-2020/190925,6,114
1810,General Discussion,Fire Tablet Wall Mount,https://community.smartthings.com/t/fire-tablet-wall-mount/113126,20,1771
1811,Devices & Integrations,Using Multiple Smartthings Locations with Multiple Homes in Google Assistant/Home,https://community.smartthings.com/t/using-multiple-smartthings-locations-with-multiple-homes-in-google-assistant-home/190911,7,107
1812,SmartApps & Automations,[UPDATED 3/27/18] GCal Search,https://community.smartthings.com/t/updated-3-27-18-gcal-search/80042,350,16208
1813,Devices & Integrations,Wifi Button as Switch,https://community.smartthings.com/t/wifi-button-as-switch/190986,3,53
1814,Devices & Integrations,Compatible Smart Dimmer for Lithonia Wafer Light,https://community.smartthings.com/t/compatible-smart-dimmer-for-lithonia-wafer-light/131279,3,1552
1815,Devices & Integrations,Outdoor lamp post options,https://community.smartthings.com/t/outdoor-lamp-post-options/190974,17,115
1816,Devices & Integrations,Need help with setting up actiontiles,https://community.smartthings.com/t/need-help-with-setting-up-actiontiles/190988,2,72
1817,Writing SmartApps,"US-based, but EU shard/URL for account.smartthings.com",https://community.smartthings.com/t/us-based-but-eu-shard-url-for-account-smartthings-com/190984,1,48
1818,SmartThings (Samsung Connect),Samsung connect wifi device restriction help,https://community.smartthings.com/t/samsung-connect-wifi-device-restriction-help/183140,2,107
1819,Devices & Integrations,Mimolite as digital input,https://community.smartthings.com/t/mimolite-as-digital-input/190800,8,62
1820,Devices & Integrations,Not able to connect to hub SmartThings hub (model STH-ETH-250),https://community.smartthings.com/t/not-able-to-connect-to-hub-smartthings-hub-model-sth-eth-250/190819,8,99
1821,Devices & Integrations,Inovelli Red Series Switch (September 2019) & Red Series Dimmer (November 2019),https://community.smartthings.com/t/inovelli-red-series-switch-september-2019-red-series-dimmer-november-2019/172105,43,2892
1822,Devices & Integrations,Ring Floodlight Cam,https://community.smartthings.com/t/ring-floodlight-cam/83369,133,29805
1823,Device Ideas,Remotec Z-Thermostat (configuration with Z-Wave Commands),https://community.smartthings.com/t/remotec-z-thermostat-configuration-with-z-wave-commands/31956,44,7078
1824,Devices & Integrations,ADT Sensor Issue,https://community.smartthings.com/t/adt-sensor-issue/190957,1,43
1825,Devices & Integrations,Philips Zhirui E27 smart led bulbs,https://community.smartthings.com/t/philips-zhirui-e27-smart-led-bulbs/190952,1,51
1826,Devices & Integrations,When can a DH be executed locally?,https://community.smartthings.com/t/when-can-a-dh-be-executed-locally/190452,3,161
1827,Deals,Sensative Strips $10 off at The Smartest House - Deal of the Week,https://community.smartthings.com/t/sensative-strips-10-off-at-the-smartest-house-deal-of-the-week/190946,1,117
1828,Writing Device Types,Setting additional parameter for zigbee command to set endpoint not working,https://community.smartthings.com/t/setting-additional-parameter-for-zigbee-command-to-set-endpoint-not-working/190928,3,48
1829,Devices & Integrations,Trouble with August Z-Wave,https://community.smartthings.com/t/trouble-with-august-z-wave/190850,6,84
1830,Connected Things,Control Shield TV as thing,https://community.smartthings.com/t/control-shield-tv-as-thing/190924,3,85
1831,Devices & Integrations,Gledopto Zigbee RGB controller,https://community.smartthings.com/t/gledopto-zigbee-rgb-controller/125394,161,17389
1832,Connected Things,Difference between SamSung SmartThings and Support outside U.S,https://community.smartthings.com/t/difference-between-samsung-smartthings-and-support-outside-u-s/174790,19,693
1833,Devices & Integrations,Novostella Wifi Smart Floodlights? Control in Webcore?,https://community.smartthings.com/t/novostella-wifi-smart-floodlights-control-in-webcore/178315,14,909
1834,Connected Things,$10 Adapter for Hue Dimmer to Fit Over Existing Rocker Switch,https://community.smartthings.com/t/10-adapter-for-hue-dimmer-to-fit-over-existing-rocker-switch/190899,1,75
1835,Connected Things,ADT partnership: ST-ADT touchscreen hub and devices (discussion thread),https://community.smartthings.com/t/adt-partnership-st-adt-touchscreen-hub-and-devices-discussion-thread/100584,847,46702
1836,Devices & Integrations,Need help with 3-way switch wiring,https://community.smartthings.com/t/need-help-with-3-way-switch-wiring/190652,23,159
1837,Writing Device Types,Additional Commands windowShade new SmartThings App,https://community.smartthings.com/t/additional-commands-windowshade-new-smartthings-app/190891,3,63
1838,Devices & Integrations,Samsung smart doorlock,https://community.smartthings.com/t/samsung-smart-doorlock/164915,13,585
1839,Connected Things,"Device Handler for Kwikset 914 Zigbee, for v2 hub and new SmartThings app 2018?",https://community.smartthings.com/t/device-handler-for-kwikset-914-zigbee-for-v2-hub-and-new-smartthings-app-2018/138017,7,811
1840,Devices & Integrations,Can't link my smartthings with Google home,https://community.smartthings.com/t/cant-link-my-smartthings-with-google-home/190745,6,138
1841,Connected Things,Unable to turn off virtual switch in ST,https://community.smartthings.com/t/unable-to-turn-off-virtual-switch-in-st/190589,5,114
1842,SmartApps & Automations,Hello home smartapp deleted,https://community.smartthings.com/t/hello-home-smartapp-deleted/170235,91,1714
1843,iOS,iPhone automations crash,https://community.smartthings.com/t/iphone-automations-crash/186841,14,224
1844,Connected Things,Ideas for using the Smartthings multi sensor,https://community.smartthings.com/t/ideas-for-using-the-smartthings-multi-sensor/190625,15,239
1845,SmartThings (Samsung Connect),Server reconnection guide for TV users,https://community.smartthings.com/t/server-reconnection-guide-for-tv-users/188196,12,354
1846,Devices & Integrations,Smart plugin or battery night light?,https://community.smartthings.com/t/smart-plugin-or-battery-night-light/190793,15,128
1847,Connected Things,Router configuration web page,https://community.smartthings.com/t/router-configuration-web-page/189214,5,132
1848,Devices & Integrations,HS100 not showing on smartthings app,https://community.smartthings.com/t/hs100-not-showing-on-smartthings-app/190844,3,62
1849,Connected Things,How to see smart life devices on my Alexa app,https://community.smartthings.com/t/how-to-see-smart-life-devices-on-my-alexa-app/190858,2,64
1850,Devices & Integrations,Does this gas detector work detector work with smartthings?,https://community.smartthings.com/t/does-this-gas-detector-work-detector-work-with-smartthings/190847,4,88
1851,Connected Things,The method of retrieving a device handler from Github?,https://community.smartthings.com/t/the-method-of-retrieving-a-device-handler-from-github/190798,2,71
1852,Devices & Integrations,My Samsung Air conditioner with SmartThings wifi control no longer interfaces with google home,https://community.smartthings.com/t/my-samsung-air-conditioner-with-smartthings-wifi-control-no-longer-interfaces-with-google-home/165792,10,2423
1853,General Discussion,GE Z-wave 4 way switch turning on by themselves (April 2020),https://community.smartthings.com/t/ge-z-wave-4-way-switch-turning-on-by-themselves-april-2020/190734,7,99
1854,Devices & Integrations,Evolve/GoControl PIR-200 DH needed,https://community.smartthings.com/t/evolve-gocontrol-pir-200-dh-needed/190806,3,58
1855,Automation Ideas,Turn on smart plug if home internet drops off?,https://community.smartthings.com/t/turn-on-smart-plug-if-home-internet-drops-off/190722,3,150
1856,Community Created SmartApps,Color Changing Smart Weather lamp app,https://community.smartthings.com/t/color-changing-smart-weather-lamp-app/12046,59,19788
1857,Apps & Clients,Custom Alert/Push notification sound,https://community.smartthings.com/t/custom-alert-push-notification-sound/2267,29,22963
1858,Devices & Integrations,Wink WNK-DW1 custom DH needed,https://community.smartthings.com/t/wink-wnk-dw1-custom-dh-needed/187767,4,121
1859,Connected Things,How do I get the speaker companion smart app?,https://community.smartthings.com/t/how-do-i-get-the-speaker-companion-smart-app/185975,29,743
1860,Features & Feedback,Feature request: Using Philips Hue scenes in SmartThings app,https://community.smartthings.com/t/feature-request-using-philips-hue-scenes-in-smartthings-app/190783,2,128
1861,Connected Things,Heatit Z-Water and Smartthings?,https://community.smartthings.com/t/heatit-z-water-and-smartthings/134831,5,714
1862,Devices & Integrations,Trigger siren when Ring Security System alarm tripped? (UK),https://community.smartthings.com/t/trigger-siren-when-ring-security-system-alarm-tripped-uk/190494,8,193
1863,SmartApps & Automations,"Deleted rule still triggers, lights turn on",https://community.smartthings.com/t/deleted-rule-still-triggers-lights-turn-on/187792,13,218
1864,General Discussion,Beacons+iOS+SmartThings (UK) presence (2020),https://community.smartthings.com/t/beacons-ios-smartthings-uk-presence-2020/185931,32,344
1865,Connected Things,HELP! Samsung Multipurpose Sensor - Alexa,https://community.smartthings.com/t/help-samsung-multipurpose-sensor-alexa/162342,10,1207
1866,Community Created SmartApps,App to control lights in function of mvmt/contacts/illumination/timer,https://community.smartthings.com/t/app-to-control-lights-in-function-of-mvmt-contacts-illumination-timer/74920,1,273
1867,Devices & Integrations,Kindle Fire,https://community.smartthings.com/t/kindle-fire/172704,6,188
1868,Devices & Integrations,ST motion sensor on the ceiling,https://community.smartthings.com/t/st-motion-sensor-on-the-ceiling/190742,3,98
1869,SmartApps & Automations,Automation with variables for devices names,https://community.smartthings.com/t/automation-with-variables-for-devices-names/190767,2,67
1870,Devices & Integrations,How to CORRECTLY pair a Aeotec Recessed Door Sensor 7 with a hub,https://community.smartthings.com/t/how-to-correctly-pair-a-aeotec-recessed-door-sensor-7-with-a-hub/190700,2,106
1871,Devices & Integrations,Lutron Caseta Fan Control Switch (March 2019),https://community.smartthings.com/t/lutron-caseta-fan-control-switch-march-2019/148966,55,5582
1872,General Discussion,Mode-Based Smart App Automations Stopped Working,https://community.smartthings.com/t/mode-based-smart-app-automations-stopped-working/183590,2,98
1873,Connected Things,$10 Xiaomi Aqara Wireless Button - WXKG11LM - Anyone get it to pair?,https://community.smartthings.com/t/10-xiaomi-aqara-wireless-button-wxkg11lm-anyone-get-it-to-pair/120089,21,5889
1874,General Discussion,UK leak sensors *and* UK smart stop cock valve,https://community.smartthings.com/t/uk-leak-sensors-and-uk-smart-stop-cock-valve/172858,2,433
1875,Connected Things,Smartthings Button,https://community.smartthings.com/t/smartthings-button/190502,17,261
1876,Projects & Stories,"ActionTiles v6.8 to v6.10 (formerly ""SmartTiles V6"") - Enhanced ""Theme Builder""",https://community.smartthings.com/t/actiontiles-v6-8-to-v6-10-formerly-smarttiles-v6-enhanced-theme-builder/126686,38,4534
1877,How-To,How to: Activate a Predefined Hue / LIFX Scene from SmartThings / webCoRE,https://community.smartthings.com/t/how-to-activate-a-predefined-hue-lifx-scene-from-smartthings-webcore/114636,27,4871
1878,Projects & Stories,How to trigger siren on ring spot light cams and flood light cams from smart things,https://community.smartthings.com/t/how-to-trigger-siren-on-ring-spot-light-cams-and-flood-light-cams-from-smart-things/157171,3,402
1879,SmartThings (Samsung Connect),No Data for washer & dryer in Homecare Wizard,https://community.smartthings.com/t/no-data-for-washer-dryer-in-homecare-wizard/190697,2,75
1880,Devices & Integrations,Envisalink or Konnected?,https://community.smartthings.com/t/envisalink-or-konnected/172345,19,875
1881,Devices & Integrations,Home Decorators Ceiling Fan/Light Controller MR101Z - First Impressions,https://community.smartthings.com/t/home-decorators-ceiling-fan-light-controller-mr101z-first-impressions/81408,346,66555
1882,Devices & Integrations,Need help with Alexa Routines and SmartThings Virtual Device,https://community.smartthings.com/t/need-help-with-alexa-routines-and-smartthings-virtual-device/190701,9,73
1883,Devices & Integrations,Solved (Alexa skill: no devices),https://community.smartthings.com/t/solved-alexa-skill-no-devices/190716,2,72
1884,Connected Things,Is there anyway to control a computer/iPad remotely?,https://community.smartthings.com/t/is-there-anyway-to-control-a-computer-ipad-remotely/190703,3,82
1885,Connected Things,[RELEASE] Enphase Envoy (local access),https://community.smartthings.com/t/release-enphase-envoy-local-access/37544,275,17264
1886,General Discussion,Sporadically extremely slow (minutes+) response by some devices,https://community.smartthings.com/t/sporadically-extremely-slow-minutes-response-by-some-devices/145840,16,2497
1887,Community Created SmartApps,Smart Mailbox App,https://community.smartthings.com/t/smart-mailbox-app/9348,19,6358
1888,Devices & Integrations,Waterproof contact sensor or ideas for mailbox?,https://community.smartthings.com/t/waterproof-contact-sensor-or-ideas-for-mailbox/76936,25,3939
1889,Devices & Integrations,Aeotec Nanomote Quad,https://community.smartthings.com/t/aeotec-nanomote-quad/190648,9,133
1890,Projects & Stories,Heading in right direction for DSC Impassa alarm integration?,https://community.smartthings.com/t/heading-in-right-direction-for-dsc-impassa-alarm-integration/137970,12,867
1891,Connected Things,Wired ZWave Smoke / Carbon Monoxide Detectors,https://community.smartthings.com/t/wired-zwave-smoke-carbon-monoxide-detectors/15393,44,25217
1892,Devices & Integrations,Looking for sensors with rechargeable batteries,https://community.smartthings.com/t/looking-for-sensors-with-rechargeable-batteries/190653,6,129
1893,Devices & Integrations,Zooz switch Exclusion not working,https://community.smartthings.com/t/zooz-switch-exclusion-not-working/190667,5,61
1894,Devices & Integrations,Z-wave security integration Napco,https://community.smartthings.com/t/z-wave-security-integration-napco/4754,7,2779
1895,FAQ,FAQ: Can I trigger an Echo Action without Speaking to It?,https://community.smartthings.com/t/faq-can-i-trigger-an-echo-action-without-speaking-to-it/117918,42,36499
1896,SmartApps & Automations,How to add back Smart Home Monitor in the Classic app?,https://community.smartthings.com/t/how-to-add-back-smart-home-monitor-in-the-classic-app/149243,13,461
1897,Devices & Integrations,Device Handler Namron 4 kanaler bryter?,https://community.smartthings.com/t/device-handler-namron-4-kanaler-bryter/175701,10,658
1898,SmartApps & Automations,"After uninstall Smart Home Monitor from IDE, can I reinstall it back?",https://community.smartthings.com/t/after-uninstall-smart-home-monitor-from-ide-can-i-reinstall-it-back/166313,13,496
1899,Apps & Clients,New App on Bluestacks,https://community.smartthings.com/t/new-app-on-bluestacks/186641,3,227
1900,Projects & Stories,[WINDOWS TUTORIAL] PC On/Off (No Hardware Required),https://community.smartthings.com/t/windows-tutorial-pc-on-off-no-hardware-required/96007,85,12399
1901,Devices & Integrations,Samsung or other brands of air conditioners working with Smartthings,https://community.smartthings.com/t/samsung-or-other-brands-of-air-conditioners-working-with-smartthings/161229,15,5131
1902,General Discussion,Bulb automation auto switching off broken? (April 2020),https://community.smartthings.com/t/bulb-automation-auto-switching-off-broken-april-2020/189888,8,192
1903,Devices & Integrations,How to connect shelly 2.5 to smarthub,https://community.smartthings.com/t/how-to-connect-shelly-2-5-to-smarthub/183451,29,932
1904,Connected Things,Z-wave roller shade motors,https://community.smartthings.com/t/z-wave-roller-shade-motors/187704,7,194
1905,Devices & Integrations,Can you programmatically modify the Echo Show screen?,https://community.smartthings.com/t/can-you-programmatically-modify-the-echo-show-screen/190572,6,118
1906,Connected Things,Cheap standalone DLNA speaker?,https://community.smartthings.com/t/cheap-standalone-dlna-speaker/16290,25,17406
1907,Devices & Integrations,"For a week or so, none of my Samsung brand motion sensors and multi sensor are connecting to my V2 hubs",https://community.smartthings.com/t/for-a-week-or-so-none-of-my-samsung-brand-motion-sensors-and-multi-sensor-are-connecting-to-my-v2-hubs/190558,6,85
1908,Connected Things,New app version doesn't turn on SAMSUNG Smart TV anymore!,https://community.smartthings.com/t/new-app-version-doesnt-turn-on-samsung-smart-tv-anymore/187197,8,245
1909,Projects & Stories,Smart Hot Water Recirculation Solution,https://community.smartthings.com/t/smart-hot-water-recirculation-solution/104265,114,10987
1910,General Discussion,Automatic turnoff no longer works (April 2020),https://community.smartthings.com/t/automatic-turnoff-no-longer-works-april-2020/190614,5,110
1911,Devices & Integrations,Control Homewerks Fan 7130?,https://community.smartthings.com/t/control-homewerks-fan-7130/120786,27,6150
1912,Connected Things,SmartDry failes,https://community.smartthings.com/t/smartdry-failes/186309,10,202
1913,Devices & Integrations,Zmodo ZH-IXC1D-WAC,https://community.smartthings.com/t/zmodo-zh-ixc1d-wac/190622,1,49
1914,Devices & Integrations,Exporting Global Variables out of Webcore,https://community.smartthings.com/t/exporting-global-variables-out-of-webcore/190617,2,52
1915,Writing SmartApps,Sonoff dual wifi switch,https://community.smartthings.com/t/sonoff-dual-wifi-switch/73542,14,2443
1916,SmartApps & Automations,My thermostat keeps gets unwanted setHeatingSetpoint commands,https://community.smartthings.com/t/my-thermostat-keeps-gets-unwanted-setheatingsetpoint-commands/190550,6,63
1917,Android,Will the App ever work locally?,https://community.smartthings.com/t/will-the-app-ever-work-locally/190608,1,122
1918,Projects & Stories,Fan and oscillation control--What Do I Need? (Home Decorator Bentley AL14-TB),https://community.smartthings.com/t/fan-and-oscillation-control-what-do-i-need-home-decorator-bentley-al14-tb/55878,11,2424
1919,Devices & Integrations,How to delete a lock device (Yale z-wave) when the z-wave module is dead?,https://community.smartthings.com/t/how-to-delete-a-lock-device-yale-z-wave-when-the-z-wave-module-is-dead/190577,2,74
1920,SmartApps & Automations,Pixel 4 Presence Constantly Bouncing Between Home and Away,https://community.smartthings.com/t/pixel-4-presence-constantly-bouncing-between-home-and-away/190535,4,48
1921,General Discussion,Shed Protection,https://community.smartthings.com/t/shed-protection/37765,25,1602
1922,Devices & Integrations,Lightwaverf ST old app/webcore,https://community.smartthings.com/t/lightwaverf-st-old-app-webcore/190573,1,41
1923,Devices & Integrations,Monoprice 4 in 1 sensor draining battery,https://community.smartthings.com/t/monoprice-4-in-1-sensor-draining-battery/190560,2,63
1924,General Discussion,Dark Sky purchased by Apple,https://community.smartthings.com/t/dark-sky-purchased-by-apple/189892,4,169
1925,Devices & Integrations,Rachio integration broken? (March 2018),https://community.smartthings.com/t/rachio-integration-broken-march-2018/123660,26,2921
1926,Community Created Device Types,Fibaro double problems,https://community.smartthings.com/t/fibaro-double-problems/190459,4,88
1927,Devices & Integrations,GE Jasco Z-wave Smart Remotes (CES 2017),https://community.smartthings.com/t/ge-jasco-z-wave-smart-remotes-ces-2017/71768,110,8946
1928,Apps & Clients,Add Phone As A Device - New App,https://community.smartthings.com/t/add-phone-as-a-device-new-app/190544,3,104
1929,General Discussion,Smart Heating - Options - Thermostat and TRVs,https://community.smartthings.com/t/smart-heating-options-thermostat-and-trvs/113220,26,3594
1930,Connected Things,"Hue Bridge shows Offline in ST, but ST still controls Hue Lights",https://community.smartthings.com/t/hue-bridge-shows-offline-in-st-but-st-still-controls-hue-lights/137842,17,836
1931,Devices & Integrations,Series 6 TV and Alexa - only functionality is power off?,https://community.smartthings.com/t/series-6-tv-and-alexa-only-functionality-is-power-off/190553,2,58
1932,Devices & Integrations,MimoLite for Safety Interlock for EMI chamber and Thermal cam system,https://community.smartthings.com/t/mimolite-for-safety-interlock-for-emi-chamber-and-thermal-cam-system/190528,3,43
1933,Connected Things,Schlage Connect Keypad keeps disconnecting,https://community.smartthings.com/t/schlage-connect-keypad-keeps-disconnecting/190507,3,87
1934,Community Created SmartApps,[RELEASE] Ready For Nature - alert for inclement weather when a door/window is open,https://community.smartthings.com/t/release-ready-for-nature-alert-for-inclement-weather-when-a-door-window-is-open/119581,31,2002
1935,Devices & Integrations,Hub Offline after Firmware Update,https://community.smartthings.com/t/hub-offline-after-firmware-update/188269,29,468
1936,Deals,Lowe’s Coupons - not updated anymore -,https://community.smartthings.com/t/lowe-s-coupons-not-updated-anymore/103979,75,66486
1937,Community Created Device Types,Almond Click DTH,https://community.smartthings.com/t/almond-click-dth/79935,21,3409
1938,Connected Things,MIMOLite Generic Device Handler,https://community.smartthings.com/t/mimolite-generic-device-handler/37837,8,2269
1939,Projects & Stories,BlueIris + Machine Learning for Vehicle and People Detection + WebCoRE (Make your IP Cameras smarter),https://community.smartthings.com/t/blueiris-machine-learning-for-vehicle-and-people-detection-webcore-make-your-ip-cameras-smarter/168624,4,1185
1940,webCoRE,How to use same time of day-based color temperature regardless of which bulb is switched on?,https://community.smartthings.com/t/how-to-use-same-time-of-day-based-color-temperature-regardless-of-which-bulb-is-switched-on/189976,9,164
1941,Devices & Integrations,Cant find all my Sonos speakers,https://community.smartthings.com/t/cant-find-all-my-sonos-speakers/107420,9,1248
1942,Connected Things,"Galaxy watch & ""use devide status""",https://community.smartthings.com/t/galaxy-watch-use-devide-status/187024,12,377
1943,Devices & Integrations,Samsung Smart TV Control With Smartthings/Webcore,https://community.smartthings.com/t/samsung-smart-tv-control-with-smartthings-webcore/166506,26,2013
1944,General Discussion,Soffit rgbw strip lighting advice (UK),https://community.smartthings.com/t/soffit-rgbw-strip-lighting-advice-uk/103250,81,4065
1945,Projects & Stories,Quick Survey: Smart Home Market,https://community.smartthings.com/t/quick-survey-smart-home-market/129828,6,281
1946,Automation Ideas,Echo Speaks - Actions (Builtin Sounds)?,https://community.smartthings.com/t/echo-speaks-actions-builtin-sounds/190479,2,95
1947,Devices & Integrations,Reolink IP Cameras,https://community.smartthings.com/t/reolink-ip-cameras/64624,39,17688
1948,Devices & Integrations,"Iris z wave garage door opener, replacing the tilt sensor",https://community.smartthings.com/t/iris-z-wave-garage-door-opener-replacing-the-tilt-sensor/111452,4,920
1949,Connected Things,Honeywell Lyric not working,https://community.smartthings.com/t/honeywell-lyric-not-working/190403,6,115
1950,Writing Device Types,Porting existing custom Device Handlers to new app? What's VID selector used for?,https://community.smartthings.com/t/porting-existing-custom-device-handlers-to-new-app-whats-vid-selector-used-for/190132,9,254
1951,Connected Things,"Wiring question, why would a switch have no power when ON and power when OFF?",https://community.smartthings.com/t/wiring-question-why-would-a-switch-have-no-power-when-on-and-power-when-off/39897,13,20453
1952,FAQ,FAQ: Turn on Amazon Guard Using SmartThings when leave home?,https://community.smartthings.com/t/faq-turn-on-amazon-guard-using-smartthings-when-leave-home/163719,17,2590
1953,Projects & Stories,SmartThings Data Visualisation using InfluxDB and Grafana,https://community.smartthings.com/t/smartthings-data-visualisation-using-influxdb-and-grafana/44946,119,27801
1954,Devices & Integrations,Control Devices via Keyboard Shortcuts,https://community.smartthings.com/t/control-devices-via-keyboard-shortcuts/9494,5,840
1955,Devices & Integrations,Need Help with Family Hub fridge,https://community.smartthings.com/t/need-help-with-family-hub-fridge/190103,9,152
1956,Devices & Integrations,[Release] Tasmota Comprehensive RGBCCT Device Handler w/MQTT for SmartThings Classic - V1.1,https://community.smartthings.com/t/release-tasmota-comprehensive-rgbcct-device-handler-w-mqtt-for-smartthings-classic-v1-1/179937,13,683
1957,Devices & Integrations,How to Connect Two Lutron SmartBridges to SmartThings?,https://community.smartthings.com/t/how-to-connect-two-lutron-smartbridges-to-smartthings/105080,19,3142
1958,Devices & Integrations,Best way to integrate devices that work with Alexa into SmartThings?,https://community.smartthings.com/t/best-way-to-integrate-devices-that-work-with-alexa-into-smartthings/190428,7,189
1959,Devices & Integrations,Inovelli Device Handler Updates?,https://community.smartthings.com/t/inovelli-device-handler-updates/158105,10,438
1960,Projects & Stories,Best way to remotely power address sign?,https://community.smartthings.com/t/best-way-to-remotely-power-address-sign/190410,5,120
1961,Writing Device Types,Samsung SmartThings app (not Classic) doesn't show custom attributes defined in Device Handler,https://community.smartthings.com/t/samsung-smartthings-app-not-classic-doesnt-show-custom-attributes-defined-in-device-handler/190401,4,129
1962,Devices & Integrations,Q70R showing as Offline in SmartThings,https://community.smartthings.com/t/q70r-showing-as-offline-in-smartthings/190416,3,117
1963,Projects & Stories,Bathroom scenario (twin circuits?),https://community.smartthings.com/t/bathroom-scenario-twin-circuits/190262,13,168
1964,SmartApps & Automations,Multi-purpose sensor on basement freezer,https://community.smartthings.com/t/multi-purpose-sensor-on-basement-freezer/190395,3,127
1965,Devices & Integrations,Problem: Control single plug using multiple buttons,https://community.smartthings.com/t/problem-control-single-plug-using-multiple-buttons/190408,2,62
1966,Devices & Integrations,High temp outdoor contact sensor,https://community.smartthings.com/t/high-temp-outdoor-contact-sensor/190407,1,58
1967,General Discussion,Samsung Account Region Home Invitation Error,https://community.smartthings.com/t/samsung-account-region-home-invitation-error/190406,1,62
1968,Devices & Integrations,Yeelight integration,https://community.smartthings.com/t/yeelight-integration/172327,16,2431
1969,Apps & Clients,Unable to link phone to soundbar by Wifi,https://community.smartthings.com/t/unable-to-link-phone-to-soundbar-by-wifi/173954,2,225
1970,Community Created Device Types,[RELEASE] HomeSeer Flex Sensor,https://community.smartthings.com/t/release-homeseer-flex-sensor/157045,17,1020
1971,Connected Things,Plex + Smartthings,https://community.smartthings.com/t/plex-smartthings/1708,140,20773
1972,Projects & Stories,Simple way to detect power out,https://community.smartthings.com/t/simple-way-to-detect-power-out/60106,10,3559
1973,Devices & Integrations,"Smart enabled (wifi, z wave, or zigbee) lamp socket with manual switch",https://community.smartthings.com/t/smart-enabled-wifi-z-wave-or-zigbee-lamp-socket-with-manual-switch/190296,14,145
1974,Connected Things,Z-Wave Popp Flow Stop Gas/Water Shut-off Controller (UK),https://community.smartthings.com/t/z-wave-popp-flow-stop-gas-water-shut-off-controller-uk/52510,20,1700
1975,Devices & Integrations,Winix AM90 Wi-Fi Air Purifier?,https://community.smartthings.com/t/winix-am90-wi-fi-air-purifier/190384,1,74
1976,Devices & Integrations,Wall-Mounted 120V Button Controller for Smartthings?,https://community.smartthings.com/t/wall-mounted-120v-button-controller-for-smartthings/133346,33,3023
1977,Devices & Integrations,Linkind Door/Window Sensor Model: ZS1 10050078,https://community.smartthings.com/t/linkind-door-window-sensor-model-zs1-10050078/190366,11,91
1978,Devices & Integrations,Meter Reset for a ZWave Water Meter,https://community.smartthings.com/t/meter-reset-for-a-zwave-water-meter/190369,2,66
1979,Apps & Clients,SmartThings app shows hub as Offline but it is fully functional,https://community.smartthings.com/t/smartthings-app-shows-hub-as-offline-but-it-is-fully-functional/190358,5,94
1980,Connected Things,Generic led strip connecting?,https://community.smartthings.com/t/generic-led-strip-connecting/186319,5,173
1981,Writing Device Types,GLEDOPTO problem with login,https://community.smartthings.com/t/gledopto-problem-with-login/190356,1,63
1982,Automation Ideas,Detect power out / off at Hub Location with Hub and Internet on UPS,https://community.smartthings.com/t/detect-power-out-off-at-hub-location-with-hub-and-internet-on-ups/94594,18,3383
1983,Devices & Integrations,How to Integrate SmartThings with AWS IoT service,https://community.smartthings.com/t/how-to-integrate-smartthings-with-aws-iot-service/99541,3,926
1984,Devices & Integrations,Unsuccessful-http-call status=424,https://community.smartthings.com/t/unsuccessful-http-call-status-424/190349,1,72
1985,Connected Things,2 GE Enbrigthen Outlet Receptacle in 2 gang box problem,https://community.smartthings.com/t/2-ge-enbrigthen-outlet-receptacle-in-2-gang-box-problem/190217,6,110
1986,Devices & Integrations,AirThings Radon Detector,https://community.smartthings.com/t/airthings-radon-detector/98024,20,3896
1987,Devices & Integrations,Google Local Home SDK (April 2020),https://community.smartthings.com/t/google-local-home-sdk-april-2020/190337,2,136
1988,SmartApps & Automations,Thermostat management (5-2 schedule AND outside temps)?,https://community.smartthings.com/t/thermostat-management-5-2-schedule-and-outside-temps/175266,4,248
1989,Devices & Integrations,Schlage BE469ZP Door Lock Showing Incorrect State,https://community.smartthings.com/t/schlage-be469zp-door-lock-showing-incorrect-state/189753,2,66
1990,Connected Things,"Kwikset Zigbee Is Recognized For Pairing, But Won't Connect Once Paired",https://community.smartthings.com/t/kwikset-zigbee-is-recognized-for-pairing-but-wont-connect-once-paired/190323,3,72
1991,Deals,$5 off NEW Meross outdoor WiFi double socket plug that works with both HomeKit and SmartThings,https://community.smartthings.com/t/5-off-new-meross-outdoor-wifi-double-socket-plug-that-works-with-both-homekit-and-smartthings/182284,18,544
1992,Writing Device Types,Some question before publish,https://community.smartthings.com/t/some-question-before-publish/189791,7,179
1993,Apps & Clients,‘Heating Temperature Setting’ problem in ST Scenes,https://community.smartthings.com/t/heating-temperature-setting-problem-in-st-scenes/190198,19,185
1994,Devices & Integrations,Inovelli Switch Wiring,https://community.smartthings.com/t/inovelli-switch-wiring/130164,17,2001
1995,Connected Things,Suggestion for a wall switch timer,https://community.smartthings.com/t/suggestion-for-a-wall-switch-timer/189784,5,129
1996,Devices & Integrations,Wall Mounted Tablet with Ethernet?,https://community.smartthings.com/t/wall-mounted-tablet-with-ethernet/132863,18,5130
1997,Devices & Integrations,SmartThings Window Door Sensor stuck open,https://community.smartthings.com/t/smartthings-window-door-sensor-stuck-open/190281,8,88
1998,Connected Things,Iris Smart Plug iL03_1 (IL031)?,https://community.smartthings.com/t/iris-smart-plug-il03-1-il031/139230,29,3956
